Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,calories (product.metafields.custom.calories),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
half-rack,HALF RACK,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH024,0.0,shopify,9,deny,manual,3400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH024.jpg?v=1713700136,1,"",false,,,,,,,,,,,kg,,,active
ab-crunch,AB CRUNCH,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH025,0.0,shopify,9,deny,manual,3600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH025ancrunch.jpg?v=1713700155,1,"",false,,,,,,,,,,,kg,,,active
incline-row,INCLINE ROW,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH023,0.0,shopify,4,deny,manual,2500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH023.jpg?v=1713700113,1,"",false,,,,,,,,,,,kg,,,active
hip-thruster,HIP THRUSTER,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH022B,0.0,shopify,7,deny,manual,3400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH022.jpg?v=1713700092,1,"",false,,,,,,,,,,,kg,,,active
biceps-curl,BICEPS CURL,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH021,0.0,shopify,9,deny,manual,3300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH021bicep.jpg?v=1713700071,1,"",false,,,,,,,,,,,kg,,,active
power-rack,POWER RACK,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH020,0.0,shopify,2,deny,manual,3800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH020.jpg?v=1713700050,1,"",false,,,,,,,,,,,kg,,,active
triceps,TRICEPS,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH019,0.0,shopify,2,deny,manual,3880.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH019.jpg?v=1713700017,1,"",false,,,,,,,,,,,kg,,,active
standing-leg-curl,STANDING LEG CURL,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH018,0.0,shopify,1,deny,manual,3600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH018.jpg?v=1713699991,1,"",false,,,,,,,,,,,kg,,,active
leg-extension,LEG EXTENSION,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH017,0.0,shopify,3,deny,manual,3700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH017.jpg?v=1713699970,1,"",false,,,,,,,,,,,kg,,,active
decline-chest-press,DECLINE CHEST PRESS,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH016,0.0,shopify,3,deny,manual,3800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH016.jpg?v=1713699949,1,"",false,,,,,,,,,,,kg,,,active
seated-calf-rise,SEATED CALF RISE,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH015,0.0,shopify,7,deny,manual,1650.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH015.jpg?v=1713699924,1,"",false,,,,,,,,,,,kg,,,active
linear-leg-press,LINEAR LEG PRESS,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH014,0.0,shopify,4,deny,manual,5200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH014linearlegpress.jpg?v=1713699882,1,"",false,,,,,,,,,,,kg,,,active
calf,CALF,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH009B,0.0,shopify,2,deny,manual,4650.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH009.jpg?v=1713699841,1,"",false,,,,,,,,,,,kg,,,active
leg-press,LEG PRESS,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH008,0.0,shopify,6,deny,manual,4250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH008.jpg?v=1713699826,1,"",false,,,,,,,,,,,kg,,,active
pull-down,PULL DOWN,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH006,0.0,shopify,3,deny,manual,3750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH006.jpg?v=1713699804,1,"",false,,,,,,,,,,,kg,,,active
row,ROW,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH005,0.0,shopify,3,deny,manual,3950.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH005.jpg?v=1713699789,1,"",false,,,,,,,,,,,kg,,,active
low-row,LOW ROW,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH004,0.0,shopify,9,deny,manual,3850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH004.jpg?v=1713699757,1,"",false,,,,,,,,,,,kg,,,active
shoulder-press,SHOULDER PRESS,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH003,0.0,shopify,2,deny,manual,3850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH003.jpg?v=1713699744,1,"",false,,,,,,,,,,,kg,,,active
incline-chest-press,INCLINE CHEST PRESS,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH002,0.0,shopify,1,deny,manual,3850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH002.jpg?v=1713699727,1,"",false,,,,,,,,,,,kg,,,active
chest-press,CHEST PRESS,"",Sole Fitness,,Machines,"",true,Title,Default Title,,,,,,,,DH001,0.0,shopify,3,deny,manual,3850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/DH001.jpg?v=1713699681,1,"",false,,,,,,,,,,,kg,,,active
xtend-original-bcaa-mango-madness-30,"Xtend Original BCAA, Mango Madness, 30","<h2 data-mce-fragment=""1""> Xtend Original BCAA Features</h2>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Improves endurance during exercise or competition</li>
<li data-mce-fragment=""1"">Helps increase training intensity</li>
<li data-mce-fragment=""1"">Sugar-Free</li>
<li data-mce-fragment=""1"">Carb Free</li>
<li data-mce-fragment=""1"">Optimal Muscle Protein Supply</li>
<li data-mce-fragment=""1"">Improve muscle performance and response.</li>
</ul>",BodyBar,,"",AR,true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,87.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/bb14.jpg?v=1713648470,1,"",false,,,,,,,,,,,kg,,,active
muscle-tech-essential-platinum-creatine-400-gm,Muscle Tech Essential Platinum Creatine 400 gm,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Platinum 100% Creatine provides your muscles with the most clinically researched form of micronized creatine. Platinum 100% Creatine delivers creatine directly to your muscles – precisely where it needs to be to drive performance. There, it acts as a phosphate donor pool to hard-working muscles, allowing you to train harder, for longer. That means real gains in size and strength that cannot go unnoticed!</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Ideal for high-intensity workouts like crossfit, powerlifting, boxing, bodybuilding, and strength training.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Provides your muscles with the world's highest quality and most clinically researched form of micronized creatine.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Test Subjects Built 6 lbs. of Muscle and Improved Bench Press Strength by 18.6%</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Help increase lean muscle and improve strength and endurance  helping you to train harder, for longer</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Can be mixed easily with fruit juice or water.</span></li>
</ul>",MuscleTech,,"",PWE,true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,130.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/bb13.jpg?v=1713647383,1,"",false,,,,,,,,,,,kg,,,active
muscle-med-carnivor-mass-10-lb,Muscle Med Carnivor Mass 10 lb,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">50g Hydrolyzed BEEF Protein Isolate</li>
<li data-mce-fragment=""1"">125g High Impact Reactive Carbs</li>
<li data-mce-fragment=""1"">Insulin Support and Signaling</li>
<li data-mce-fragment=""1"">Loaded with Creatine and BCAAs</li>
<li data-mce-fragment=""1"">Sugar Free</li>
<li data-mce-fragment=""1"">Lactose Free</li>
<li data-mce-fragment=""1"">Less than 2 Grams Fat</li>
</ul>
<p data-mce-fragment=""1"">It takes more than just calories to gain muscle mass. In order to stimulate rapid muscle growth (and not fat) it takes both calories and precise nutrient partitioning to create a highly anabolic environment. This can only be achieved with properly timed, high-speed macronutrient delivery and near-perfect insulin optimization.</p>",BodyBar,,"",PR,true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,248.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/bb12.jpg?v=1713647207,1,"",false,,,,,,,,,,,kg,,,active
muscle-med-carnivor-4-lb,Muscle Med Carnivor 4 lb,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">The Muscle Building Power of CARNIVOR </strong> </p>
<p data-mce-fragment=""1"">CARNIVOR's Beef Protein Isolate delivers the muscle-building power of beef with greater amino acid levels than other protein sources used in supplements, including whey, soy, milk, and egg. CARNIVOR Beef Protein Isolate (BPI) is even 350% more concentrated in anabolic muscle building aminos than a prime sirloin steak! And it contains no fat or cholesterol! Anabolic Nitrogen Retention Technology (ANRT) Recycles Aminos and Minimizes Ammonia ANRT is a major muscle building breakthrough in protein supplementation. While protein is critical for muscle growth, it can sometimes actually decrease performance and muscle growth if nitrogenous waste products like ammonia are not recycled back into anabolic tissue building pathways or otherwise neutralized. ANRT is specially designed to allow the recycling of amino back toward the muscle-building pathway and prevent the build-up of debilitating toxins such as ammonia. ANRT nitrogen retention factors contained in CARNIVOR include GKG (glutamine-alpha-ketoglutarate), OKG (ornithine-alpha-ketoglutarate), AKG (alpha-ketoglutarate) and KIC (alpha-ketoisocaproate).</p>",Muscle Med,,"",PR,true,Flavor,Chocolate,,,,,,,,"",0.0,,0,deny,manual,166.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/bb11.jpg?v=1713647066,1,"",false,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/bb10.jpg?v=1713647066,kg,,,active
muscle-med-carnivor-4-lb,,,,,,,,,Vanilla,,,,,,,,"",0.0,,0,deny,manual,166.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/bb10.jpg?v=1713647066,2,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/bb11.jpg?v=1713647066,kg,,,
cellucor-c4-original-carbonated-energy-drink,Cellucor C4 ORIGINAL Carbonated Energy Drink,"<p data-mce-fragment=""1"">C4 Original Carbonated isn’t your average energy drink. It’s so much more. Packed with clinically studied, premium ingredients for energy to perform, muscular endurance, and mental focus, C4 Original Carbonated delivers energy you can feel.*<br data-mce-fragment=""1"">The next time you need energy to perform, whether it’s in the gym, on the field, or wherever your fitness journey may take you, reach for C4 Original Carbonated.</p>
<ul class=""list-unstyled"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">CarnoSyn Beta-Alanine</span> – Designed to delay the onset of fatigue, resulting in improved power and performance</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Citrulline Malate</span> – Supports an increase in nitric oxide levels</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">BetaPower Betaine</span> – Maintains your cells’ electrolyte concentration and supports hydration</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">N-Acetyl-L-Tyrosine</span> – Supports mental and cognitive health during stressful activities</li>
</ul>",Cellucor,,"",PWE,true,Flavor,Strawberry Watermelon,,,,,,,,"",0.0,,0,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/unnamed.jpg?v=1713644920,1,"",false,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/unnamed.jpg?v=1713644920,kg,,,active
cellucor-c4-original-carbonated-energy-drink,,,,,,,,,Cherry Limeade,,,,,,,,"",0.0,,0,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/unnamed_ad5f419b-019a-41db-a239-59fa8f09c67f.jpg?v=1713644962,2,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/unnamed_ad5f419b-019a-41db-a239-59fa8f09c67f.jpg?v=1713644962,kg,,,
cellucor-c4-original-carbonated-energy-drink,,,,,,,,,Frozen Bombsicle,,,,,,,,"",0.0,,0,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/unnamed_fe99232c-6005-4107-9a06-bc75d9d99a17.jpg?v=1713644991,3,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/unnamed_fe99232c-6005-4107-9a06-bc75d9d99a17.jpg?v=1713644991,kg,,,
cellucor-c4-original-carbonated-energy-drink,,,,,,,,,Midnight Cherry,,,,,,,,"",0.0,,0,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/unnamed_20b18a5d-744c-40ce-a0e2-374d613a0f82.jpg?v=1713645013,4,"",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/unnamed_20b18a5d-744c-40ce-a0e2-374d613a0f82.jpg?v=1713645013,kg,,,
dymatize-elite-whey-protein,Dymatize Elite Whey Protein,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Whether you are looking for a pre-workout, a post-workout, or anytime protein shake to build your muscles or to recover after your workout sessions, Dymatize Elite Whey protein is your ideal fit to supply your body with a high-quality concentrated protein.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dymatize Elite Whey Protein contains fast-absorbing and digesting 25g of 100% pure whey protein. The high quality of this protein comes from utilizing cross-flow microfiltration processing which preserves the most useful protein fractions for muscle building such as alpha-lactalbumin, beta-lactoglobulin, serum albumins, and immunoglobulins.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dymatize Elite Whey Protein increases your protein intake to help you train harder and recover faster, and therefore, allows you to get stronger. Dymatize Elite Whey Protein has been developed in 6 delicious flavors: Chocolate Cake Batter, Chocolate Fudge, Snickerdoodle, Strawberry Blast, Vanilla, and Vanilla Cupcake.</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">A post-workout, pre-workout, or anytime protein shake</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">25g of fast-absorbing and easy digesting protein per serving</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Only 140 calories, and gluten-free</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">5.5 gm of muscle-building BCAAs</span></li>
</ul>",Dymatize,,"",PR,true,Flavor,Chocolate,,,,,,,,"",0.0,,-1,deny,manual,283.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/download.webp?v=1713644662,1,"",false,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/download.webp?v=1713644662,kg,,,active
tiguar-yoga-strap-purple,Tiguar Yoga Strap-Purple,"<p data-mce-fragment=""1"">The strap serves as an aid in stretching exercises and helps to achieve the correct posture and body tension during yoga practice. Robust workmanship and the use of high-quality, thick cotton guarantee durability and long-term durability.</p>
<p data-mce-fragment=""1"">Dimensions and colors: 300 x 3 cm - plum, gray, graphite</p>",Tiguar,Sporting Goods,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,25.00,39.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-strap-TI-J0004S.jpg?v=1713623339,1,"",false,,,,,,,,,,,kg,,,active
tiguar-yoga-strap-purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-strap-TI-J0004S-1.jpg?v=1713623339,2,"",,,,,,,,,,,,,,,
tiguar-workout-mat-purple,Tiguar Workout Mat-Purple,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Fitness mat with extremely versatile use.</li>
<li data-mce-fragment=""1"">Laminated and welded foam with original embossing is distinguished not only by its design but above all by the highest durability.</li>
<li data-mce-fragment=""1"">The non-slip surface of the mat makes it ideal for all kinds of exercises - from stretching, through body &amp; mind exercises, to exercises for balance or strengthening with a barbell.</li>
<li data-mce-fragment=""1"">The compact dimensions and high flexibility make the mat perfectly suited to the steppe, and thanks to the PVC coating, its cleaning becomes extremely easy.</li>
<li data-mce-fragment=""1"">Special eyelets enable safe and hygienic storage.</li>
</ul>
<p data-mce-fragment=""1"">Dimensions : 100 x 50 x 0.9 cm</p>",Tiguar,Sporting Goods,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,110.00,184.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-workout-mat-TI-WOM001S.jpg?v=1713623280,1,"",false,,,,,,,,,,,kg,,,active
tiguar-workout-mat-purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-workout-mat-TI-WOM001S-2.jpg?v=1713623280,2,"",,,,,,,,,,,,,,,
tiguar-speed-ladder-1-piece-with-magnets,"Tiguar Speed Ladder (1 Piece, With Magnets)","<p data-mce-fragment=""1"">The Tiguar Speed ​​Ladder with magnets offers a wide range of possible uses. Unlike a conventional coordination ladder, the Tiguar Speed ​​Ladder consists of individual elements that can be used in different ways - as a square, as a rhombus or as a line. </p>
<p data-mce-fragment=""1"">The elements can be combined with each other using 4 magnets at the corners. With several speed ladders, this results in individual courses, coordination ladders or obstacles for almost any type of training. The side length of an element is 40 cm.<br data-mce-fragment=""1"">Here you get an element that can be supplemented with other elements of the Speed ​​Ladder. However, it can also be used independently for speed, coordination or functional training.</p>
<p data-mce-fragment=""1"">40 x 40 cm — yellow</p>",Tiguar,Sporting Goods,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,44.00,67.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-speed-ladder-1-piece-with-magnets--DR-GT0001-2.jpg?v=1713623218,1,"",false,,,,,,,,,,,kg,,,active
tiguar-speed-ladder-1-piece-with-magnets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-speed-ladder-1-piece-with-magnets--DR-GT0001-3.jpg?v=1713623217,2,"",,,,,,,,,,,,,,,
tiguar-speed-ladder-1-piece-with-magnets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-speed-ladder-1-piece-with-magnets--DR-GT0001-4.jpg?v=1713623217,3,"",,,,,,,,,,,,,,,
tiguar-speed-ladder-1-piece-with-magnets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-speed-ladder-1-piece-with-magnets--DR-GT0001-5.jpg?v=1713623217,4,"",,,,,,,,,,,,,,,
tiguar-comfort-mat-grey,Tiguar Comfort Mat-Grey,"<p data-mce-fragment=""1"">The highest-quality mat, Spanish production, intended for most group training or individual use. The special material from which it is made does not absorb moisture or dust, and the antibacterial protection system prevents the growth of mycelium and bacteria. It is the most durable mat on the market - it can withstand 5-8 years of intensive use. The mat has metal eyelets that allow it to be stored on a mat hanger.</p>
<p data-mce-fragment=""1"">120 x 60 x 1.5 cm - plum, sea, gray</p>",Tiguar,Sporting Goods,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,219.00,365.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-comfort-mat-TI-CM001SZ-36.jpg?v=1713623157,1,"",false,,,,,,,,,,,kg,,,active
tiguar-battle-rope-3-8cm-x-9-1m,Tiguar Battle Rope 3.8Cm X 9.1M,"<p data-mce-fragment=""1"">The training ropes - tiguar battle ropes may be used in functional training in order to increase your strength effectively and improve your shape. tiguar battle ropes have diameters of 31,8 mm and rubber finish handles that prevent your rope from unraveling even during very intensive workout. Moreover, these handles provide a good grip and make battle ropes exercises comfortable. tiguar training ropes are extremely durable and resistant to external factors due to the use of PES/PP mixture.</p>
<p data-mce-fragment=""1"">Sizes and colours include:</p>
<p data-mce-fragment=""1"">3,8 cm x 12,2 m (weight: 8,73 kg) - black</p>
<p data-mce-fragment=""1"">3,8 cm x 9,1 m (weight: 6,55 kg) - black</p>
<p data-mce-fragment=""1"">12 month warranty</p>",Tiguar,Sporting Goods,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,292.00,584.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-battle-rope-3-8cm-x-9-1m-TI-BR0030.jpg?v=1713623056,1,"",false,,,,,,,,,,,kg,,,active
tiguar-battle-rope-3-8cm-x-9-1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-battle-rope-3-8cm-x-9-1m-TI-BR0030-1.jpg?v=1713623057,2,"",,,,,,,,,,,,,,,
tiguar-battle-rope-3-8cm-x-9-1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-battle-rope-3-8cm-x-9-1m-TI-BR0030-2.jpg?v=1713623056,3,"",,,,,,,,,,,,,,,
tiguar-battle-rope-3-8cm-x-9-1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-battle-rope-3-8cm-x-9-1m-TI-BR0030-3.jpg?v=1713623056,4,"",,,,,,,,,,,,,,,
tiguar-battle-rope-3-8cm-x-9-1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-battle-rope-3-8cm-x-9-1m-TI-BR0030-4.jpg?v=1713623056,5,"",,,,,,,,,,,,,,,
tiguar-battle-rope-3-8cm-x-9-1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-battle-rope-3-8cm-x-9-1m-TI-BR0030-5.jpg?v=1713623055,6,"",,,,,,,,,,,,,,,
tiguar-training-straight-bar-150cm-13kg,Tiguar Training Straight Bar 150cm | 13kg,"<p data-mce-fragment=""1"">The weight of the bar is 17 kg and 13 kg, length - 180 cm and 150 cm, load capacity - up to 315 kg. Thanks to the good coefficient of adjusting the diameter of the handle and the length, the bar is held securely and steadily in the hand. Four wide needle bearings ensure long-term durability of the equipment and increase the comfort of use. The neck has a high-quality, durable technical chrome coating.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">length: 180 cm, 150 cm</li>
<li data-mce-fragment=""1"">weight: 17 kg (180 cm), 13 kg (150 cm)</li>
<li data-mce-fragment=""1"">maximum load: 315 kg</li>
<li data-mce-fragment=""1"">cover: chrome</li>
<li data-mce-fragment=""1"">handle diameter: 28 mm</li>
<li data-mce-fragment=""1"">sleeve diameter: 50 mm</li>
<li data-mce-fragment=""1"">bearings: 4 needle bearings</li>
<li data-mce-fragment=""1"">12-month warranty</li>
</ul>",Tiguar,Sporting Goods,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,486.00,971.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-training-bar-150cm-13kg-TI-WG0004.jpg?v=1713622969,1,"",false,,,,,,,,,,,kg,,,active
tiguar-training-straight-bar-150cm-13kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-training-bar-150cm-13kg-TI-WG0004-1.jpg?v=1713622969,2,"",,,,,,,,,,,,,,,
tiguar-yoga-block-wooden,Tiguar Yoga Block Wooden,"<p data-mce-fragment=""1"">Manufactured from natural wood, this tough and durable block is designed for yoga and other body &amp; mind activities. Helpful in standing and sitting positions, twisting, bending and meditation. It stabilises the body position, ensuring comfort and safety during exercises. Depending on its position, it will work well on every fitness level.</p>
<p data-mce-fragment=""1"">Sizes and colours include:</p>
<p data-mce-fragment=""1"">11.5 x 23.5 x 7 cm — made of beech wood</p>",Tiguar,Sporting Goods,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,40.00,62.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-block-wooden-TI-J0002-2.jpg?v=1713622915,1,"",false,,,,,,,,,,,kg,,,active
tiguar-yoga-block-wooden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-block-wooden-TI-J0002-3.jpg?v=1713622915,2,"",,,,,,,,,,,,,,,
tiguar-yoga-block-wooden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/2331/7570/files/tiguar-yoga-block-wooden-TI-J0002-4.jpg?v=1713622914,3,"",,,,,,,,,,,,,,,
